Hit	#	query_length	percent_match	strand_orient.	NA	NA	CIGAR_format	query_id	database_id
N	*	*	*	.	*	*	*	4261c4ab09f91727475e2c48f357f8a4	*
N	*	*	*	.	*	*	*	422c464a7e64a65ae378b3269563f718	*
N	*	*	*	.	*	*	*	427c3302e53430ab451ec0e823594f20	*
N	*	*	*	.	*	*	*	426bda30db7fb9b8da35d14ebc1ad3f5	*
N	*	*	*	.	*	*	*	42652a940297f2334fa12d44ca86ee2e	*
N	*	*	*	.	*	*	*	42b3224e4411d8e207375452f7121c19	*
H	464	245	99.2	+	0	0	398I132MI69MI44M622I	430b63fe45b5ab6964736912b8cef791	Panama56J.1.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	42ec3c5e8e8b7df3001148c92811bfea	*
N	*	*	*	.	*	*	*	427f36a62fd93f203313097262fe7a9c	*
H	170	245	100	-	0	0	689I245M472I	43cd8b1aca2fd91e0bf416637f698865	CC9E1.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	430cf346427fa54512b1f467ccde9fb8	*
N	*	*	*	.	*	*	*	432b4c7553f2fb047ea5ffe366aff6b0	*
N	*	*	*	.	*	*	*	43b17c3a51b10b94fa5451d1538ed23b	*
N	*	*	*	.	*	*	*	43acf7011c53756ce2ca0d063aa223ef	*
H	1439	245	99.2	-	0	0	65I245M439I	44812aa32811e05d34dabf44811d3271	Mada.93.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	435f2150d44023ecbf59284b475019ec	*
N	*	*	*	.	*	*	*	43fbf22a36a720e5623bac194dd5bbe0	*
H	98	245	99.6	-	0	0	35I245M271I	44fd75b6e656e5cdffd20d6757dd9137	Mada.1155.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	441312c503d6a6637067988a1d2a566f	*
N	*	*	*	.	*	*	*	4481094b67746582de5660adea43bac5	*
N	*	*	*	.	*	*	*	43b95014f0a2630b2b9b9bb394f4ad35	*
N	*	*	*	.	*	*	*	449cf4779d8bc8d991fdf5024b058a0e	*
N	*	*	*	.	*	*	*	44726a9c55f017a056c65b93b14910e5	*
N	*	*	*	.	*	*	*	44a40c6ca66fb6affcc54cbac14bbfc3	*
N	*	*	*	.	*	*	*	44c2363f0b31c1500d0103175b1272e7	*
N	*	*	*	.	*	*	*	44f74c0560c06037055aea80939af467	*
N	*	*	*	.	*	*	*	4504a78e90442c59fe281359a06c2024	*
N	*	*	*	.	*	*	*	44b086edde328bceb50c99c225c76c72	*
H	1425	245	100	-	0	0	99I245M517I	4554e0fe9c1a4fb9e1ba1ad32ad0805a	A45I.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	45371ad960a7f4e853ed63b5ad7e5fc5	*
N	*	*	*	.	*	*	*	4532a13ae70136cd593e7c61cf07ab6b	*
N	*	*	*	.	*	*	*	4515216c0f115f324f0aea3a705f526d	*
N	*	*	*	.	*	*	*	452cf839a8ea45d1d643ff55294cd661	*
N	*	*	*	.	*	*	*	455c3191046ab64147e5448eb2ef789b	*
N	*	*	*	.	*	*	*	4566e7b3af8fbdd16568d77adaf8d150	*
H	1339	245	99.6	+	0	0	472I245M682I	4580e97010edd6b4ebdca80e5b23455d	VF30.Colombia.Wild.Bd.AP.Assay.Inhibitory
H	892	245	99.6	+	0	0	452I245M678I	460b40a5eb86506fc516f5f863f93ae6	BFE9A.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4563015ffd33809c5dede49def67e966	*
N	*	*	*	.	*	*	*	456ea7638feaf77a74d723090d1e027f	*
H	301	245	99.2	-	0	0	66I245M303I	464eb7849206132932497ea65ab8b7de	Mada.1412.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4588d13966803ef4b8086be7fab47b98	*
N	*	*	*	.	*	*	*	4583cc6f679e396cb48699d353e9b796	*
N	*	*	*	.	*	*	*	458477c8e5ca6e2ffa9c2947468505ac	*
N	*	*	*	.	*	*	*	45e9ed432fd077d7c5bb3a7e2b1a8fba	*
N	*	*	*	.	*	*	*	46190c213b9b6469ce64ad3d657d2e34	*
N	*	*	*	.	*	*	*	45e49300c44eee17a59d7eff4649bcce	*
N	*	*	*	.	*	*	*	4643254b1bec98fe10d8fd1d76291878	*
N	*	*	*	.	*	*	*	4630f64a2fb658d6a7f200d0fa7d302b	*
N	*	*	*	.	*	*	*	4675acbec5a9f3dfe86a480b397786f0	*
H	160	245	99.2	-	0	0	76I245M290I	46f17941a7458eb3f4921b2ef528ae84	Mada.1618.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	46605a92c3dc30f667133591cd03eaa5	*
N	*	*	*	.	*	*	*	467ae818aaef032ca251a8bc17fb7f20	*
H	337	245	100	-	0	0	56I245M469I	46a96441982fb026fc24110010fda82c	DE_0301.Germany.Wild.Bsal.Inhibitory
H	1165	245	99.6	-	0	0	71I245M361I	46d4b24b700ab5fbbf9e4d2abf5fa1ea	Mada.276.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	46863164a89eea48b0dad9ea87696000	*
N	*	*	*	.	*	*	*	46939c2c5dc9a9df9bb165340ce2a479	*
N	*	*	*	.	*	*	*	468d8a33d8e900a35ad5e01cdcd9eefe	*
N	*	*	*	.	*	*	*	469ebd2aeae3f7996e0ce42e224e33dd	*
H	154	245	99.6	-	0	0	49I245M517I	474269a271166026a058f3c71df124d2	Mada.3789.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4715abe12d9033908ea536cedd97b995	*
H	1035	245	99.6	-	0	0	622I245M407I	482e90eaa07b383b50b127984c32d06e	BFE50E.USA.Wild.Bd.Inhibitory
H	571	245	99.2	-	0	0	82I245M404I	480ae769346cb751ecf4860dc88aa9d8	Mada.1301.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	46d68aa1b6928f50cc9c7e1a16e9d1d2	*
N	*	*	*	.	*	*	*	47c86a64e844348ebdbe8c6704e12393	*
N	*	*	*	.	*	*	*	474c3fc101a31ca076465fbf635d57d2	*
N	*	*	*	.	*	*	*	478e4abb3afc3fc3122c38ae488df3c5	*
N	*	*	*	.	*	*	*	47d9dcd354e501fcdbbe8c747d6b271e	*
N	*	*	*	.	*	*	*	48213986fcdb9849d1542519200ff4da	*
N	*	*	*	.	*	*	*	481fd70ceb893944e1052284443bc412	*
N	*	*	*	.	*	*	*	48155751d5f0510c32310ab0f38759cd	*
N	*	*	*	.	*	*	*	4840c1053a57ebbf4fd19d82dc6f9825	*
N	*	*	*	.	*	*	*	487f070ccdc63e78695923e6bf254a99	*
N	*	*	*	.	*	*	*	4854bd8a5c472afbbbd1fbd4aebbc85f	*
N	*	*	*	.	*	*	*	488483f2198b84928605f25cb5b1aab3	*
N	*	*	*	.	*	*	*	4897e619282cad68b0e2f443a9ef1e5c	*
N	*	*	*	.	*	*	*	48b650b9d32da54ca62f0fb483c67243	*
N	*	*	*	.	*	*	*	48a41a6ad952169537b5c2924ae5f3c2	*
N	*	*	*	.	*	*	*	48de7929ff1dad74ff52d7b1d2cbd947	*
N	*	*	*	.	*	*	*	48c9c2e388d88017d875b7ccb53d8d48	*
H	544	245	100	+	0	0	469I245M625I	494d21bb6602614d94fd6f2ee01549a5	Panama68B.Panama.Wild.Bd.Inhibitory
H	82	245	100	-	0	0	66I245M94I	495affe5e03fbab01286138422825790	Mada.1433.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	48dc6670cb513e4aa25543d817373060	*
N	*	*	*	.	*	*	*	48e565654d095054bf4c587d5de40730	*
N	*	*	*	.	*	*	*	48f25fb607a831ff1e64df99f484ddd6	*
H	103	245	99.2	-	0	0	35I245M308I	496d4542c6c25153f0853f0218b44da2	Mada.3168.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	492495e6ae1a05cdd0c12892f420bc62	*
N	*	*	*	.	*	*	*	4944df37ec73561c358d135d47c8281e	*
N	*	*	*	.	*	*	*	48f8f413f4858ee409b437a120d2d02b	*
N	*	*	*	.	*	*	*	49e6de292b588a12096e3607e2f9a9c3	*
N	*	*	*	.	*	*	*	49b90d895cf369a883e0cd41c2f50e06	*
N	*	*	*	.	*	*	*	49a64ecfd3bf1886259627c554261393	*
N	*	*	*	.	*	*	*	49c6b87e1915234600966c0290fdf700	*
N	*	*	*	.	*	*	*	4a04c447970e691a3a3fc3e545f64164	*
N	*	*	*	.	*	*	*	49c3125627b9c0a565aa916bec40d282	*
N	*	*	*	.	*	*	*	4a35975d88c2b1f5fbe3caf6368b1e35	*
H	1173	245	99.6	+	0	0	438I245M673I	4a93164b8662e269487b05fcc5ab8847	645K.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	4a675824a20834a81389c9f1067a9be0	*
N	*	*	*	.	*	*	*	4a23d6f6dda786e84eb1f4b4990ec049	*
N	*	*	*	.	*	*	*	4aa9477191557e32db9c06e2f013af17	*
N	*	*	*	.	*	*	*	4a7139f968cd45fe5b5032528d7909b7	*
N	*	*	*	.	*	*	*	4a86bc98c7b45e45d351828f740ac7ef	*
N	*	*	*	.	*	*	*	4acd9aec644185ce496a348073b16729	*
N	*	*	*	.	*	*	*	4aaba5b03fa8e038a2e398d2bd2d44be	*
N	*	*	*	.	*	*	*	4a935a0d80559ad4eaadab8b445f467d	*
N	*	*	*	.	*	*	*	4ad25c0d804b0bc67e8108b562d5d99f	*
N	*	*	*	.	*	*	*	4acf1fbcf34da18a992142703f3f9a5a	*
N	*	*	*	.	*	*	*	4a97c3a2a7a85bbf5bc48a74dc7845f9	*
N	*	*	*	.	*	*	*	4ad902256635a9883b4f7b93e1d54291	*
H	1165	245	99.6	-	0	0	71I245M361I	4adc6590744e9f8c068c1511e433df0f	Mada.276.Madagascar.Wild.Bd.Inhibitory
H	1258	245	99.2	+	0	0	464I245M680I	4b0df4c889ef0631b1b28a0ce47e5e0d	PRE15E.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4b1317fdbef4eb1b55d083b116ee2a93	*
H	219	245	100	-	0	0	35I245M507I	4c4b5d296f56144482e5b67ab70d3ef9	Mada.3167.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4af78d86ca2c7328aee1a0246474e72f	*
N	*	*	*	.	*	*	*	4af7f1dd1eac808635299927279f6d5e	*
N	*	*	*	.	*	*	*	4b3714101198ba771598e90131e34865	*
N	*	*	*	.	*	*	*	4b91a48341b5922892e2c5ae49482db1	*
N	*	*	*	.	*	*	*	4be0ea3746ea3e22ae52e99f64f427a7	*
H	775	245	99.2	-	0	0	79I245M315I	4c80691f54b01890bf07771615478433	Mada.1162.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4bd3d195ec0db456791b7cad750614a1	*
N	*	*	*	.	*	*	*	4bf7f21852db60bc2c36a4478f2c8ef4	*
H	310	245	99.6	-	0	0	57I245M336I	4cb1251ebfd6191f8751031ebe37f78b	Mada.3107.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4c4ac698e4eb7b5fab2db6cdab901423	*
N	*	*	*	.	*	*	*	4c00f45d3022432037933659074b9d2b	*
H	337	245	99.2	-	0	0	56I245M469I	4c981e2734f9f75e1e8ed7192f1efad9	DE_0301.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	4c5c986aab38226617df45b7bdc4b797	*
H	982	245	99.6	+	0	0	467I245M669I	4d6740c6ede3be43c9b16838853fa49d	Panama07A.28B.Panama.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	4c5547e0dcacf5c9e5188b99a34dba55	*
N	*	*	*	.	*	*	*	4c7c8c14c75d19b68bbfafd04db885dc	*
N	*	*	*	.	*	*	*	4c89b51b78b61c558bf5a292cb229227	*
N	*	*	*	.	*	*	*	4c9dab18a1e7da2ad2c3cfd979afeed0	*
N	*	*	*	.	*	*	*	4cba3c046627b38b64984357d63d1fee	*
N	*	*	*	.	*	*	*	4d0281ecef1b45d73ae92d744b8cb46c	*
H	377	245	100	+	0	0	467I245M659I	4de584236f50b18d793ec5f247b1364a	PR30-2.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4d981bbb20fe810a473015c6f9987dd3	*
N	*	*	*	.	*	*	*	4d42b1193b2e99caeae84f0ead83c815	*
N	*	*	*	.	*	*	*	4da8bd391e7860a654df01581d784157	*
N	*	*	*	.	*	*	*	4dbbae329327603dc288b765cacdbed1	*
N	*	*	*	.	*	*	*	4dc238499d8bb9cfac44430d6f3e042f	*
N	*	*	*	.	*	*	*	4dc56079481ac72974668ed07c202944	*
N	*	*	*	.	*	*	*	4dcf209fa9f2ac7bef6aad1d30b340f5	*
N	*	*	*	.	*	*	*	4dd46d60aa4590e7fab42aaa0532ef07	*
N	*	*	*	.	*	*	*	4de576f95a8f917e7ce19fb5d6d19ca2	*
N	*	*	*	.	*	*	*	4df295934e1c4fa883b226d8dde710b4	*
N	*	*	*	.	*	*	*	4e02c4338d2874bb5cb155e6a508dd57	*
N	*	*	*	.	*	*	*	4dfb4b4cd005bb9baa33d5c4960d419f	*
N	*	*	*	.	*	*	*	4e03c38de264c6d92c899f7ae546de17	*
N	*	*	*	.	*	*	*	4e34afbd29f8a4a636966215a7f60982	*
N	*	*	*	.	*	*	*	4e56fc82ca285db3049458a085064ab2	*
N	*	*	*	.	*	*	*	4e0d5631fd4067bf9f2bc1b6015f406a	*
N	*	*	*	.	*	*	*	4e7b4f36c2e49fafa678323b8445578d	*
N	*	*	*	.	*	*	*	4e6d54d755f2f4815309b51179bb0532	*
N	*	*	*	.	*	*	*	4bc5e84fd8bb9ed590f4cbb2f9610e79	*
N	*	*	*	.	*	*	*	4e5c80f69c75bf707653f4b7d9fafd35	*
N	*	*	*	.	*	*	*	4e5f891d49422e3a9a9d59683c59eb3d	*
N	*	*	*	.	*	*	*	4ee08307e603336309b11b9ae8477736	*
N	*	*	*	.	*	*	*	4efba48edc3c3793efd158cfcb72b970	*
N	*	*	*	.	*	*	*	4e8faffa3a7a41c58c9de5a2eb732c53	*
N	*	*	*	.	*	*	*	4f3b33920e9731d546112ca815445eb6	*
N	*	*	*	.	*	*	*	4f49d25c3ff81e98cb1c7c319a6dd8e0	*
N	*	*	*	.	*	*	*	4f63a59e1f661eeca7bc088cf4f1354d	*
N	*	*	*	.	*	*	*	4f3c8a16d6a3a5eca529e0cb809815e3	*
N	*	*	*	.	*	*	*	4f4ae7921d9d51fd5a1edb137c915973	*
N	*	*	*	.	*	*	*	4f76b01c48595dd507c69d1dfe7b23c0	*
N	*	*	*	.	*	*	*	4f9cd0cb702614366a1c7a62659c0502	*
H	904	245	99.2	-	0	0	620I245M409I	5003929d4c44a3064181a73b3362dbad	Panama71L.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	4fd5cdf10727836b37143d0eb4d0b60f	*
N	*	*	*	.	*	*	*	4f9df4db4402eb45f73bc8791da6b097	*
N	*	*	*	.	*	*	*	4fe1388cba31797b04d4e4524fd7d78c	*
N	*	*	*	.	*	*	*	501cc7c28e0c3c35a005efbb09132cbe	*
H	176	245	99.2	+	0	0	465I245M669I	505d276ee028682badac76b1ba8e0954	CP12F.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	50349ab69aa82c828e9e38eaf7cc2720	*
N	*	*	*	.	*	*	*	5043a35b7b099ac21a9904fb1dccbf79	*
N	*	*	*	.	*	*	*	5058ad4fd43ddccc65d549434526fdf6	*
N	*	*	*	.	*	*	*	5045df3c7282cf02b43c2fed84344a38	*
H	164	245	99.6	+	0	0	11I245M670I	50a10eeff8a160b129a3e9419d8b97c4	Australia1208.Australia.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	5056ab9cddb49537348b384cfcaabb57	*
N	*	*	*	.	*	*	*	5048c29d65b4d9783c26fd1b4e584a07	*
N	*	*	*	.	*	*	*	50947d581cfae6c0d2ae45925219d497	*
N	*	*	*	.	*	*	*	50938d78b2828c8201e6e6ae8999b991	*
N	*	*	*	.	*	*	*	5094f265d6876e750af1c673d4b244b9	*
H	176	245	99.2	+	0	0	465I245M669I	516edefced149f21d1428d217a69e976	CP12F.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	516fd72ad9dd996eb92e094c98a3b266	*
N	*	*	*	.	*	*	*	50d1dc218d676d07903f408a359bb50d	*
N	*	*	*	.	*	*	*	51739d5203376970f22aa15e1c6a3dbf	*
N	*	*	*	.	*	*	*	50bc8daeb5f7f10c4da18901daeb9219	*
N	*	*	*	.	*	*	*	519930b3a71ad6889bb01382e27fd110	*
N	*	*	*	.	*	*	*	50cda509c6b66e9abbb0c4d70beaa7aa	*
N	*	*	*	.	*	*	*	5179c128257c0925a7e885bf62c87020	*
N	*	*	*	.	*	*	*	51d62e952d7912ef0e92af108b41cadb	*
N	*	*	*	.	*	*	*	51f2af2e73a30237354ff297e2406d9a	*
N	*	*	*	.	*	*	*	51b1a5875a1fda3d5bbc4938d1c14683	*
H	535	245	99.2	-	0	0	77I245M270I	521d216f7163aa5b5cd9021f745efb22	Mada.1610.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	51f1ca54a38846ad8b6ddef458b53645	*
N	*	*	*	.	*	*	*	51f6838dcdbd9a79255cd31d409b9e34	*
N	*	*	*	.	*	*	*	4f88807c2bdf44eef73a774db8705ee2	*
H	378	245	99.2	-	0	0	58I245M371I	52241ac9ff6cc18d2d1c0aeb82668e52	Mada.2665.Madagascar.Wild.Bd.Inhibitory
H	1460	245	100	-	0	0	65D180M320I	52fa8729b21fa7c1ae73f7372b9fac62	Mada.2331.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	51fbe8773f78d42f7a056b5a1ca0c1d2	*
N	*	*	*	.	*	*	*	52090c456f96e8749d62763d657f4bb5	*
N	*	*	*	.	*	*	*	523b80b8923fe3d1b9b210f9ac584fbe	*
H	1165	245	99.2	-	0	0	71I245M361I	537826602fab7309b776c7f2a7c3ce9c	Mada.276.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	53811b2eef15322c934c9613ac26cb35	*
H	647	245	100	-	0	0	87I245M382I	53fc217d131eba791aad2c4200f0c491	Mada.1588.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	536003f57ddbf3c0e4be6dd49c3a46b6	*
N	*	*	*	.	*	*	*	5392c2e1fc6662b4711bc51c00354b31	*
N	*	*	*	.	*	*	*	538a9c62fce94e82d556b1b18ea20718	*
N	*	*	*	.	*	*	*	5373a89470044e755fdaf0195df39e25	*
N	*	*	*	.	*	*	*	53aa5d3b410a7f11ed05cc0271a5429e	*
N	*	*	*	.	*	*	*	53ca1ef1c41c0ad978dfce618c98b429	*
N	*	*	*	.	*	*	*	53c05d8917d1807d94b72c57cd202321	*
N	*	*	*	.	*	*	*	53b0b695f0c9a01b18f142a2fd878b4f	*
H	970	245	100	+	0	0	467I245M676I	54634b06c245c9ee280cb15ae29f04e0	Rb-28F.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	53c54252dfba5ffadc4009a6211299e2	*
H	155	245	99.6	+	0	0	456I245M226I	54f068ce18bd8f43136be37f5730efd5	SFA1.7.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	541c79db0049b029e453776b83e35935	*
N	*	*	*	.	*	*	*	540803c70a2420be8427784ac13a932e	*
N	*	*	*	.	*	*	*	541e79ff6633315c3d326f329f3fb9c0	*
N	*	*	*	.	*	*	*	54811454b4b93a17280421dd9bbaa4fd	*
N	*	*	*	.	*	*	*	53a5936a3730d0ca069d84340101b0f9	*
N	*	*	*	.	*	*	*	544e6114aa66f1e084baa0ca4d40370e	*
N	*	*	*	.	*	*	*	54c530c5ee2b8cc697e84fb816d6d364	*
N	*	*	*	.	*	*	*	54eba2ea0f34a0f7fe1df13ccd64967d	*
H	45	245	99.6	-	0	0	56I245M432I	55728ce5b9960cfcb601ee78afa1bd40	DE_0741.Germany.Wild.Bsal.Inhibitory
N	*	*	*	.	*	*	*	54deaafba0ae12ccf52e77b41243db43	*
N	*	*	*	.	*	*	*	54a36ab13182711f9de1dbc892bce758	*
N	*	*	*	.	*	*	*	54c5e4e71602b59160d490c9a60fa9fc	*
N	*	*	*	.	*	*	*	550a88af7c343ef0e2ad6ac0150f3438	*
N	*	*	*	.	*	*	*	550350f4c499668fdc6e09cc72de3ca8	*
H	166	245	99.5	+	0	0	378I196M49D	55590b89dff5073c6e3e357a87e67002	Mada.24.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	5569fe12ea72afb4336e6ac6af8cf8ec	*
N	*	*	*	.	*	*	*	55a6f81c0dceba22f74179bc626f4708	*
N	*	*	*	.	*	*	*	5546bc0bc8fe86ba858400f47cb5f199	*
N	*	*	*	.	*	*	*	563e5d0df7e71f1b0f5081ad0e369856	*
N	*	*	*	.	*	*	*	550c751a8c8acfd5effbed89f46e42d7	*
N	*	*	*	.	*	*	*	5637196844a21fdce5a24b1145886967	*
N	*	*	*	.	*	*	*	55aad5a2151aefce316e59fc7f389195	*
N	*	*	*	.	*	*	*	55f852683d0a0bcad1ea3866d0165ee1	*
N	*	*	*	.	*	*	*	55f1c603e85accc4ce7a4e20b0ba4746	*
N	*	*	*	.	*	*	*	564f093202263769933a1751e55142bc	*
N	*	*	*	.	*	*	*	56564f19b0780ffd3b69776adfd71e5d	*
N	*	*	*	.	*	*	*	564f4848717eff0b1e60a21dbd2ccd12	*
H	135	245	99.2	-	0	0	26I245M290I	56b3213c5659ea8b8c775ffcea923727	Mada.375.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	568769f14f0198dd69f646d2900c60c2	*
N	*	*	*	.	*	*	*	56d1ce686d8bb5c2e1ee24f8939cf320	*
N	*	*	*	.	*	*	*	568c9b76cfd27c6f35402c91803a6ac3	*
N	*	*	*	.	*	*	*	566036e40499b4365e9a177af5a5b087	*
N	*	*	*	.	*	*	*	56eea00f231978f4ea274c780000a327	*
N	*	*	*	.	*	*	*	5726c2c67cf318f1e37dbfb2bde57af7	*
H	904	245	99.2	-	0	0	620I245M409I	57949cc873749b9f6c738cd1ece2eb81	Panama71L.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	573827786aa1312d03575ab720f37d90	*
N	*	*	*	.	*	*	*	573eb2a80ac85b99a83b40d6ebd304a3	*
N	*	*	*	.	*	*	*	572db11e0bdcb172d788eb5cb650ff2b	*
N	*	*	*	.	*	*	*	5777896cfd074119fde1f5fd0690b60e	*
N	*	*	*	.	*	*	*	571eed08bb1633ba18e53332845ca8b9	*
N	*	*	*	.	*	*	*	569e30b38e408aba52468d85aae5256f	*
H	122	245	99.2	-	0	0	76I245M291I	5820b93c7204c5b103175b390347abdc	Mada.1640.Madagascar.Wild.Bd.Inhibitory
H	1035	245	99.6	-	0	0	622I245M407I	580799495caebe7b614a2985b63e79c6	BFE50E.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	57c700597aa0b00201b5290aa82d7650	*
N	*	*	*	.	*	*	*	57cd3e5181be2d303b6a26f34092e6e0	*
N	*	*	*	.	*	*	*	57d11df1448c29a463914e273b921080	*
N	*	*	*	.	*	*	*	57a54d3ee09e22c2d1d00d306c44d8d4	*
H	158	245	99.6	-	0	0	76I245M315I	58a76d16741d7355702d4f5d8a893951	Mada.2004.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	57de211b14c5b7d40ae7d0b44aaaf9d7	*
N	*	*	*	.	*	*	*	584d4d3962fae4491410c6898b8480d7	*
N	*	*	*	.	*	*	*	5841e3d913c540357d1f768daa1fcad9	*
N	*	*	*	.	*	*	*	5819024e11f6751f7a22632f9077384f	*
N	*	*	*	.	*	*	*	5833f59789ccd5f960f8622d2901a834	*
N	*	*	*	.	*	*	*	5884dcdb2fd1737706e296aa14b9c977	*
N	*	*	*	.	*	*	*	580d7d303017f628246fcc2063e09681	*
H	940	245	99.6	-	0	0	684I58MI187M470I	58db4661b783daff49765ba2f718824f	PRE28C.USA.Wild.Bd.Inhibitory
H	1425	245	99.2	-	0	0	99I245M517I	58e70cb5749590570a6689e0c59771ef	A45I.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	589775d2ed050efe7d95fad52c9942df	*
N	*	*	*	.	*	*	*	588bd87c10df6911e0ae23b1c3e92942	*
N	*	*	*	.	*	*	*	58c3893beae8ed368ede518ed3f9af02	*
H	1231	245	99.6	+	0	0	477I60MD184M685I	5907cdfc3baad96d24c231678f17700c	JD15.Australia.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	58ab0756bd3222b627f7136fa135a1b4	*
N	*	*	*	.	*	*	*	58c37f0c5a45a67d47022d5e6c8699fa	*
N	*	*	*	.	*	*	*	58f86a0e214de5444566c6be1ccded5f	*
N	*	*	*	.	*	*	*	5919314e1be125e24bc56593e6935fbe	*
H	119	245	99.6	+	0	0	372I245M617I	5959829e590c74293fbbae80dcfcefc9	Panama75F.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	59330fb53575a622ed77f2b7d987d9ea	*
H	972	245	99.6	+	0	0	469I245M688I	59693e756814ec75a7c464d567f5f3be	CH24-3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	594751687c02a5f5ea3f6238713b6fc6	*
N	*	*	*	.	*	*	*	595392e7f0286177b73fb04983bbaee5	*
N	*	*	*	.	*	*	*	5961476f5941403d702bec8041519f82	*
N	*	*	*	.	*	*	*	597ac8736efbd94c5eec428dab588c4a	*
N	*	*	*	.	*	*	*	595b744c176043dd16671931b902bcf5	*
N	*	*	*	.	*	*	*	59626974f8093cc8570a6f23f46de220	*
N	*	*	*	.	*	*	*	59750f67bd1e2e690bab619900acdb44	*
H	1432	245	99.6	-	0	0	6I245M483I	5a0b932e180d0777cfc989570b37ddd9	Mada.4321.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	59b288f6d9c02a5eeeecd0a05312586a	*
N	*	*	*	.	*	*	*	599b7e49ebda6cfc022eb84910a2878e	*
N	*	*	*	.	*	*	*	59a9dfeeb3f2e7174413408fc5a91415	*
N	*	*	*	.	*	*	*	59d9a00b301738734d7c989bf117ba3a	*
N	*	*	*	.	*	*	*	59bec76d4457a0b9dc61e0ab2629d682	*
N	*	*	*	.	*	*	*	59c1ddce2127c413e4be4902fac77a22	*
N	*	*	*	.	*	*	*	59ecd92d70ddc4b92c5c197f9a38fcb0	*
N	*	*	*	.	*	*	*	59ee84f8546968d4345dd735447f10fc	*
N	*	*	*	.	*	*	*	59ef356ef2fe0ac5f4cf6f34fb16abc4	*
N	*	*	*	.	*	*	*	5a342b96fd2b0a4935dda44afe000ace	*
N	*	*	*	.	*	*	*	5a53adc862310b86c8a921f2eaace856	*
N	*	*	*	.	*	*	*	5a8b5ff39dbd81e1caeb7d6579481228	*
N	*	*	*	.	*	*	*	5a624a8da655da5843ecd72a901e0095	*
N	*	*	*	.	*	*	*	5a628c879fb805062096c9618e443424	*
N	*	*	*	.	*	*	*	5a927fc75545e458b205244a052309ac	*
H	718	245	99.2	-	0	0	67I245M279I	5ae7128923289ae7cd390895150f8158	Mada.1403.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	5a7ce6190651d6e86c5eb9ea25440764	*
N	*	*	*	.	*	*	*	5aa294c0f6e32d0fc05d314fe7c570c1	*
N	*	*	*	.	*	*	*	5a93d657237c5973647ef5157eabdc7b	*
N	*	*	*	.	*	*	*	5aa11e8d044ec69c4df350bd373d43f0	*
N	*	*	*	.	*	*	*	5aa42738544df31fb6e851d167d41817	*
