KO	Temperature	TimeWeekCat	Dose	mean	sd	n	se	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full
K02014	T14	A	d5x10.4	0.0015301787355726	0.00183996790219338	10	0.000183996790219338	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	A	d5x10.5	0.000702526092378957	0.000444494206269988	9	4.93882451411097e-05	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	A	d5x10.6	0.00209269370490644	0.00219621336554631	9	0.000244023707282923	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	A	dControl	0.00134144819770273	0.00159453009213397	3	0.000531510030711324	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	B	d5x10.3	0.00620460749912466	0.010335726325249	8	0.00129196579065613	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	B	d5x10.4	0.00302623733191248	0.00314936564315277	8	0.000393670705394096	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	B	d5x10.5	0.00732033934100686	0.00741033031735295	8	0.000926291289669118	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	B	d5x10.6	0.00719963773141368	0.00892508956049888	10	0.000892508956049888	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T14	B	dControl	0.00369035788368103	0.00323560749207396	4	0.00080890187301849	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	A	d5x10.3	0.00537845476075903	0.00380874468277138	10	0.000380874468277138	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	A	d5x10.4	0.00366782359350958	0.00257177496505063	10	0.000257177496505063	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	A	d5x10.5	0.00908363312513121	0.00831716821069582	10	0.000831716821069582	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	A	d5x10.6	0.00460273923997941	0.00388218254793552	10	0.000388218254793552	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	A	dControl	0.00717042762901595	0.00536562488499848	5	0.0010731249769997	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	B	d5x10.3	0.00475889607103739	0.00609913925477888	10	0.000609913925477888	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	B	d5x10.4	0.00301370944336911	0.00354239691544901	9	0.000393599657272112	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	B	d5x10.5	0.00421773429874474	0.00639240883155807	10	0.000639240883155807	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	B	d5x10.6	0.00529419957474314	0.00560452231768454	10	0.000560452231768454	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T22	B	dControl	0.00236051760677883	0.00151523532047965	5	0.000303047064095931	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	A	d5x10.3	0.00474767033986786	0.00586106509060529	10	0.000586106509060529	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	A	d5x10.4	0.00675267708410132	0.00983693958059927	10	0.000983693958059928	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	A	d5x10.5	0.00786553687108819	0.015057599238809	10	0.0015057599238809	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	A	d5x10.6	0.00117012200639268	0.000953000895473817	10	9.53000895473817e-05	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	A	dControl	0.00294951690950821	0.00245785859403434	5	0.000491571718806868	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	B	d5x10.3	0.00198056096909565	0.00229193329807752	10	0.000229193329807752	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	B	d5x10.4	0.00162348534464405	0.0015458549994278	10	0.00015458549994278	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	B	d5x10.5	0.00142526893056607	0.00217687554663455	8	0.000272109443329319	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	B	d5x10.6	0.000291881490500512	0.000231169880228481	8	2.88962350285601e-05	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K02014	T6	B	dControl	0.00318898847936608	0.00344503711128639	5	0.000689007422257278	Protein families: signaling and cellular processes	Enzymes	Transporters	TC.FEV.OM	ironcomplexoutermembranerecepterprotein				 TC.FEV.OM; iron complex outermembrane recepter protein
K03619	T14	A	d5x10.3	0.00226788712202589	0.00255610780434674	8	0.000319513475543343	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	A	d5x10.4	0.00236277390257428	0.00252828306010453	10	0.000252828306010453	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	A	d5x10.5	0.000855286339560838	0.00046198403988631	9	5.13315599873678e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	A	d5x10.6	0.00359263637637466	0.00301745487569338	9	0.000335272763965931	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	A	dControl	0.00111683879035879	0.000919614610737358	3	0.000306538203579119	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	B	d5x10.3	0.00574193321680636	0.0104848403107533	8	0.00131060503884416	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	B	d5x10.4	0.00140360492499317	0.0016778066420971	8	0.000209725830262138	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	B	d5x10.5	0.000789997436999836	0.00194726856142055	8	0.000243408570177569	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	B	d5x10.6	2.83137617583304e-05	5.13130503506757e-05	10	5.13130503506757e-06	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T14	B	dControl	4.69052279349376e-05	5.199822701574e-05	4	1.2999556753935e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	A	d5x10.3	0.000380650589656224	0.000566120322466276	10	5.66120322466276e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	A	d5x10.4	0.000344263167453339	0.000368699984561944	10	3.68699984561944e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	A	d5x10.5	0.000700889757480176	0.000735038055298783	10	7.35038055298783e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	A	d5x10.6	0.000725945645305026	0.00195164479761763	10	0.000195164479761763	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	A	dControl	0.000625556185471603	0.00112503893736883	5	0.000225007787473767	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	B	d5x10.3	0.000365966667118522	0.000814775716160023	10	8.14775716160023e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	B	d5x10.4	0.000479384211213474	0.00121259553592467	9	0.000134732837324964	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	B	d5x10.5	7.25401309947569e-05	0.000173900940534353	10	1.73900940534353e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	B	d5x10.6	0.00010627061218172	0.000145750088792142	10	1.45750088792142e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T22	B	dControl	5.29767959307035e-05	8.70349803225679e-05	5	1.74069960645136e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	A	d5x10.3	0.0103891407970456	0.0143292938458494	10	0.00143292938458494	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	A	d5x10.4	0.0194093379119576	0.0281241938622262	10	0.00281241938622262	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	A	d5x10.5	0.0104317191785025	0.00891917316262774	10	0.000891917316262774	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	A	d5x10.6	0.00205828624263741	0.00205495252586986	10	0.000205495252586986	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	A	dControl	0.0189921806013198	0.0296901591939311	5	0.00593803183878621	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	B	d5x10.3	0.00652407418187455	0.00708152999965536	10	0.000708152999965536	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	B	d5x10.4	0.0108735458119305	0.01146868763951	10	0.001146868763951	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	B	d5x10.5	0.00331309955762922	0.00817896394655184	8	0.00102237049331898	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	B	d5x10.6	0.000105443473983098	0.000100069250837948	8	1.25086563547434e-05	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K03619	T6	B	dControl	0.0194099246030054	0.0293559971476819	5	0.00587119942953638	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	hyaE	hydrogenase-1operonproteinHyaE				 hyaE; hydrogenase-1 operon protein HyaE
K05523	T14	A	d5x10.3	6.77054830292518e-06	6.97625566916113e-06	8	8.72031958645141e-07	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.3	6.77054830292518e-06	6.97625566916113e-06	8	8.72031958645141e-07	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.4	2.03052875864254e-05	3.8812258089915e-05	10	3.8812258089915e-06	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.4	2.03052875864254e-05	3.8812258089915e-05	10	3.8812258089915e-06	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.5	0.000125357474187559	0.000208736214550987	9	2.31929127278875e-05	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.5	0.000125357474187559	0.000208736214550987	9	2.31929127278875e-05	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.6	6.98758951859922e-05	9.7798974252205e-05	9	1.08665526946894e-05	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	d5x10.6	6.98758951859922e-05	9.7798974252205e-05	9	1.08665526946894e-05	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	dControl	2.02095931552597e-06	3.50040421452061e-06	3	1.1668014048402e-06	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	A	dControl	2.02095931552597e-06	3.50040421452061e-06	3	1.1668014048402e-06	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.3	0.000430722391305062	0.000342889107567661	8	4.28611384459576e-05	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.3	0.000430722391305062	0.000342889107567661	8	4.28611384459576e-05	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.4	0.0130769430638813	0.0305716306711894	8	0.00382145383389867	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.4	0.0130769430638813	0.0305716306711894	8	0.00382145383389867	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.5	0.00939507891253892	0.0144885856504368	8	0.00181107320630461	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.5	0.00939507891253892	0.0144885856504368	8	0.00181107320630461	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.6	0.0249445753580697	0.0539712806101125	10	0.00539712806101125	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	d5x10.6	0.0249445753580697	0.0539712806101125	10	0.00539712806101125	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	dControl	0.00205574641612812	0.0027286419952753	4	0.000682160498818826	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T14	B	dControl	0.00205574641612812	0.0027286419952753	4	0.000682160498818826	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.3	0.00322858857345722	0.00382037704747799	10	0.000382037704747799	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.3	0.00322858857345722	0.00382037704747799	10	0.000382037704747799	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.4	0.00321892644727271	0.00356256290990195	10	0.000356256290990195	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.4	0.00321892644727271	0.00356256290990195	10	0.000356256290990195	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.5	0.00627518708378401	0.00639925976453612	10	0.000639925976453612	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.5	0.00627518708378401	0.00639925976453612	10	0.000639925976453612	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.6	0.00220344524979971	0.00262670166619536	10	0.000262670166619536	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	d5x10.6	0.00220344524979971	0.00262670166619536	10	0.000262670166619536	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	dControl	0.0061336108534295	0.00741669145534295	5	0.00148333829106859	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	A	dControl	0.0061336108534295	0.00741669145534295	5	0.00148333829106859	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.3	0.0104805768979604	0.0156276387539692	10	0.00156276387539692	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.3	0.0104805768979604	0.0156276387539692	10	0.00156276387539692	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.4	0.00401803814895601	0.00632128877406184	9	0.000702365419340205	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.4	0.00401803814895601	0.00632128877406184	9	0.000702365419340205	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.5	0.008633996592328	0.0122701476693772	10	0.00122701476693772	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.5	0.008633996592328	0.0122701476693772	10	0.00122701476693772	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.6	0.0120571791223687	0.0169268900182469	10	0.00169268900182469	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	d5x10.6	0.0120571791223687	0.0169268900182469	10	0.00169268900182469	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	dControl	0.00553150751526177	0.00324975224376329	5	0.000649950448752657	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T22	B	dControl	0.00553150751526177	0.00324975224376329	5	0.000649950448752657	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T6	A	d5x10.3	9.97497336332125e-06	1.56436475926607e-05	10	1.56436475926607e-06	Protein families: metabolisms	Enzymes	Peptidases	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05523	T6	A	d5x10.3	9.97497336332125e-06	1.56436475926607e-05	10	1.56436475926607e-06	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	hchA	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124		 hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
