KO	Temperature	Dose	delta	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full
K00370	T14	5.00E+03	0.003714915	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+03	0.003714915	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+03	0.003714915	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+04	-0.001779052	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+04	-0.001779052	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+04	-0.001779052	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+04	-0.001779052	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+05	0.00424774	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+05	0.00424774	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+05	0.00424774	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+05	0.00424774	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+06	0.005402663	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+06	0.005402663	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+06	0.005402663	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	5.00E+06	0.005402663	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	0	-0.002059758	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	0	-0.002059758	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	0	-0.002059758	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T14	0	-0.002059758	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+03	0.00145786	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+03	0.00145786	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+03	0.00145786	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+03	0.00145786	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+04	0.000495584	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+04	0.000495584	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+04	0.000495584	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+04	0.000495584	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+05	-0.000658144	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+05	-0.000658144	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+05	-0.000658144	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+05	-0.000658144	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+06	-0.000797191	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+06	-0.000797191	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+06	-0.000797191	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	5.00E+06	-0.000797191	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	0	-0.001194837	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	0	-0.001194837	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	0	-0.001194837	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T22	0	-0.001194837	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+03	-0.003628126	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+03	-0.003628126	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+03	-0.003628126	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+03	-0.003628126	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+04	-0.003863132	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+04	-0.003863132	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+04	-0.003863132	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+04	-0.003863132	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+05	-0.008698902	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+05	-0.008698902	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+05	-0.008698902	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+05	-0.008698902	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+06	-0.002813839	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+06	-0.002813839	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+06	-0.002813839	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	5.00E+06	-0.002813839	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	0	0.00374374	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	0	0.00374374	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	0	0.00374374	Environmental information processing	Signal transduction	Two-component system	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00370	T6	0	0.00374374	Metabolism	Energy metabolism	Nitrogen metabolism	narG,narZ,nxrA	nitratereductase/nitriteoxidoreductase,alphasubunit	1.7.5.1	1.7.99.-		 narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K01210	T14	5.00E+03	8.60E-03	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T14	5.00E+04	0.015343554	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T14	5.00E+05	0.002123326	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T14	5.00E+06	0.025492487	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T14	0	-7.49E-05	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T22	5.00E+03	0.004579672	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T22	5.00E+04	0.000736764	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T22	5.00E+05	0.000581635	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T22	5.00E+06	0.011623229	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T22	0	1.77E-03	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T6	5.00E+03	-0.00125127	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T6	5.00E+04	-0.001259989	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T6	5.00E+05	-0.001607543	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T6	5.00E+06	-0.000134699	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01210	T6	0	-0.001267929	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	E3.2.1.58	glucan1,3-beta-glucosidase	3.2.1.58			 E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
K01265	T14	5.00E+03	0.003866333	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T14	5.00E+04	0.000507211	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T14	5.00E+05	0.004076118	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T14	5.00E+06	0.003004604	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T14	0	0.00186847	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T22	5.00E+03	-0.001388556	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T22	5.00E+04	-0.000875981	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T22	5.00E+05	-0.005200216	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T22	5.00E+06	-7.48E-05	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T22	0	-0.004701334	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T6	5.00E+03	-3.34E-03	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T6	5.00E+04	-5.64E-03	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T6	5.00E+05	-0.005947122	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T6	5.00E+06	-1.13E-03	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01265	T6	0	0.000983459	Protein families: metabolisms	Enzymes	Peptidases	map	methionylaminopeptidase	3.4.11.18			 map; methionyl aminopeptidase [EC:3.4.11.18]
K01822	T14	5.00E+03	0.001587599	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+03	0.001587599	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+03	0.001587599	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+03	0.001587599	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+04	0.008498522	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+04	0.008498522	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+04	0.008498522	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+04	0.008498522	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+05	0.012227338	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+05	0.012227338	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+05	0.012227338	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+05	0.012227338	Metabolism	Lipid metabolism	Steroid hormone biosynthesis	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
K01822	T14	5.00E+06	0.029151014	Metabolism	Xenobiotics biodegration and metabolism	Steroid degradation	E5.3.3.1	steroidDelta-isomerase	5.3.3.1			 E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]
